THEATER,ECHELON,POSTURE,LIN,DODIC,RATE
S,C,P,K56981,N464,2.4
S,C,A,K56981,N464,2.4
S,C,D,K56981,N464,2.4
S,D,A,K56981,N464,1.8
S,D,D,K56981,N464,1.8
S,D,S,K56981,N464,0.87
S,D,U,K56981,N464,0.42
S,D,H,K56981,N464,1.19
S,D,R,K56981,N464,0.72
S,D,P,K56981,N464,1.8
S,A,P,K56981,N523,42.69
S,A,H,K56981,N523,28.23
S,A,R,K56981,N523,17.19
S,A,A,K56981,N523,42.69
S,A,D,K56981,N523,42.69
S,A,S,K56981,N523,20.79
S,A,U,K56981,N523,10.15
S,B,S,K56981,N523,15.6
S,B,U,K56981,N523,7.62
S,B,H,K56981,N523,21.18
S,B,R,K56981,N523,12.9
S,B,P,K56981,N523,32.03
S,B,A,K56981,N523,32.03
S,B,D,K56981,N523,32.03
S,C,S,K56981,N523,11.7
S,C,U,K56981,N523,5.71
S,C,H,K56981,N523,15.89
S,C,R,K56981,N523,9.68
S,C,P,K56981,N523,24.03
S,C,A,K56981,N523,24.03
S,C,D,K56981,N523,24.03
S,D,A,K56981,N523,18.02
S,D,D,K56981,N523,18.02
S,D,S,K56981,N523,8.78
S,D,U,K56981,N523,4.29
S,D,H,K56981,N523,11.92
S,D,R,K56981,N523,7.26
S,D,P,K56981,N523,18.02
S,A,P,K56981,T765,0.02
S,A,H,K56981,T765,0.01
S,A,R,K56981,T765,0.004702
S,A,A,K56981,T765,0.02
S,A,D,K56981,T765,0.02
S,A,S,K56981,T765,0.00905
S,A,U,K56981,T765,0.001819
S,B,S,K56981,T765,0.006791
S,B,U,K56981,T765,0.001365
S,B,H,K56981,T765,0.01
S,B,R,K56981,T765,0.003529
S,B,P,K56981,T765,0.01
S,B,A,K56981,T765,0.01
S,B,D,K56981,T765,0.01
S,C,S,K56981,T765,0.005094
S,C,U,K56981,T765,0.001024
S,C,H,K56981,T765,0.008835
S,C,R,K56981,T765,0.002647
S,C,P,K56981,T765,0.01
S,C,A,K56981,T765,0.01
S,C,D,K56981,T765,0.01
S,D,A,K56981,T765,0.01
S,D,D,K56981,T765,0.01
S,D,S,K56981,T765,0.003821
S,D,U,K56981,T765,0.0007679
S,D,H,K56981,T765,0.006627
S,D,R,K56981,T765,0.001986
S,D,P,K56981,T765,0.01
S,A,P,K57392,C445,2.57
S,A,H,K57392,C445,1.94
S,A,R,K57392,C445,1.48
S,A,A,K57392,C445,2.57
S,A,D,K57392,C445,2.57
S,A,S,K57392,C445,1.85
S,A,U,K57392,C445,1.27
S,B,S,K57392,C445,1.39
S,B,U,K57392,C445,0.95
S,B,H,K57392,C445,1.46
S,B,R,K57392,C445,1.11
S,B,P,K57392,C445,1.93
S,B,A,K57392,C445,1.93
S,B,D,K57392,C445,1.93
S,C,S,K57392,C445,1.04
S,C,U,K57392,C445,0.71
S,C,H,K57392,C445,1.09
S,C,R,K57392,C445,0.83
S,C,P,K57392,C445,1.45
S,C,A,K57392,C445,1.45
S,C,D,K57392,C445,1.45
S,D,A,K57392,C445,1.09
S,D,D,K57392,C445,1.09
S,D,S,K57392,C445,0.78
S,D,U,K57392,C445,0.53
S,D,H,K57392,C445,0.82
S,D,R,K57392,C445,0.62
S,D,P,K57392,C445,1.09
S,A,P,K57392,C449,33.64
S,A,H,K57392,C449,24.72
S,A,R,K57392,C449,6.66
S,A,A,K57392,C449,33.64
S,A,D,K57392,C449,33.64
S,A,S,K57392,C449,17.57
S,A,U,K57392,C449,2.63
S,B,S,K57392,C449,13.19
S,B,U,K57392,C449,1.98
S,B,H,K57392,C449,18.55
S,B,R,K57392,C449,4.99
S,B,P,K57392,C449,25.24
S,B,A,K57392,C449,25.24
S,B,D,K57392,C449,25.24
S,C,S,K57392,C449,9.89
S,C,U,K57392,C449,1.48
S,C,H,K57392,C449,13.92
S,C,R,K57392,C449,3.75
S,C,P,K57392,C449,18.94
S,C,A,K57392,C449,18.94
S,C,D,K57392,C449,18.94
S,D,A,K57392,C449,14.2
S,D,D,K57392,C449,14.2
S,D,S,K57392,C449,7.42
S,D,U,K57392,C449,1.11
S,D,H,K57392,C449,10.44
S,D,R,K57392,C449,2.81
S,D,P,K57392,C449,14.2
S,A,H,K57392,C452,11.01
S,A,P,K57392,C452,14.98
S,A,R,K57392,C452,2.96
S,A,A,K57392,C452,14.98
S,A,D,K57392,C452,14.98
S,A,S,K57392,C452,7.82
S,A,U,K57392,C452,1.17
S,B,S,K57392,C452,5.87
S,B,U,K57392,C452,0.87
S,B,H,K57392,C452,8.26
S,B,R,K57392,C452,2.22
S,B,P,K57392,C452,11.24
S,B,A,K57392,C452,11.24
S,B,D,K57392,C452,11.24
S,C,S,K57392,C452,4.4
S,C,U,K57392,C452,0.65
S,C,H,K57392,C452,6.2
S,C,R,K57392,C452,1.67
S,C,P,K57392,C452,8.43
S,C,A,K57392,C452,8.43
S,C,D,K57392,C452,8.43
S,D,A,K57392,C452,6.32
S,D,D,K57392,C452,6.32
S,D,S,K57392,C452,3.3
S,D,U,K57392,C452,0.49
S,D,H,K57392,C452,4.65
S,D,R,K57392,C452,1.25
S,D,P,K57392,C452,6.32
S,A,P,K57392,C546,3.09
S,A,H,K57392,C546,1.96
S,A,R,K57392,C546,0.55
S,A,A,K57392,C546,3.09
S,A,D,K57392,C546,3.09
S,A,S,K57392,C546,1.61
S,A,U,K57392,C546,0.07
S,B,S,K57392,C546,1.2
S,B,U,K57392,C546,0.05
S,B,H,K57392,C546,1.47
S,B,R,K57392,C546,0.41
S,B,P,K57392,C546,2.32
S,B,A,K57392,C546,2.32
S,B,D,K57392,C546,2.32
S,C,S,K57392,C546,0.9
S,C,U,K57392,C546,0.04
S,C,H,K57392,C546,1.1
S,C,R,K57392,C546,0.3
S,C,P,K57392,C546,1.74
S,C,A,K57392,C546,1.74
S,C,D,K57392,C546,1.74
S,D,A,K57392,C546,1.31
S,D,D,K57392,C546,1.31
S,D,S,K57392,C546,0.67
S,D,U,K57392,C546,0.03
S,D,H,K57392,C546,0.82
S,D,R,K57392,C546,0.23
S,D,P,K57392,C546,1.31
S,A,H,K57392,N285,12.12
S,A,P,K57392,N285,16.85
S,A,R,K57392,N285,3.36
S,A,A,K57392,N285,16.85
S,A,D,K57392,N285,16.85
S,A,S,K57392,N285,8.68
S,A,U,K57392,N285,1.39
S,B,S,K57392,N285,6.51
S,B,U,K57392,N285,1.05
S,B,H,K57392,N285,9.09
S,B,R,K57392,N285,2.52
S,B,P,K57392,N285,12.64
S,B,A,K57392,N285,12.64
S,B,D,K57392,N285,12.64
S,C,S,K57392,N285,4.89
S,C,U,K57392,N285,0.78
S,C,H,K57392,N285,6.82
S,C,R,K57392,N285,1.89
S,C,P,K57392,N285,9.48
S,C,A,K57392,N285,9.48
S,C,D,K57392,N285,9.48
S,D,A,K57392,N285,7.11
S,D,D,K57392,N285,7.11
S,D,S,K57392,N285,3.67
S,D,U,K57392,N285,0.58
S,D,H,K57392,N285,5.12
S,D,R,K57392,N285,1.42
S,D,P,K57392,N285,7.11
S,A,H,K57392,N286,12.12
S,A,R,K57392,N286,3.36
S,A,P,K57392,N286,16.85
S,A,A,K57392,N286,16.85
S,A,D,K57392,N286,16.85
S,A,S,K57392,N286,8.68
S,A,U,K57392,N286,1.39
S,B,S,K57392,N286,6.51
S,B,U,K57392,N286,1.05
S,B,H,K57392,N286,9.09
S,B,R,K57392,N286,2.52
S,B,P,K57392,N286,12.64
S,B,A,K57392,N286,12.64
S,B,D,K57392,N286,12.64
S,C,S,K57392,N286,4.89
S,C,U,K57392,N286,0.78
S,C,H,K57392,N286,6.82
S,C,R,K57392,N286,1.89
S,C,P,K57392,N286,9.48
S,C,A,K57392,N286,9.48
S,C,D,K57392,N286,9.48
S,D,A,K57392,N286,7.11
S,D,D,K57392,N286,7.11
S,D,S,K57392,N286,3.67
S,D,U,K57392,N286,0.58
S,D,H,K57392,N286,5.12
S,D,R,K57392,N286,1.42
S,D,P,K57392,N286,7.11
S,A,H,K57392,N340,60.6
S,A,R,K57392,N340,16.8
S,A,P,K57392,N340,84.23
S,A,A,K57392,N340,84.23
S,A,D,K57392,N340,84.23
S,A,S,K57392,N340,43.41
S,A,U,K57392,N340,6.96
S,B,S,K57392,N340,32.57
S,B,U,K57392,N340,5.23
S,B,H,K57392,N340,45.47
S,B,R,K57392,N340,12.61
S,B,P,K57392,N340,63.2
S,B,A,K57392,N340,63.2
S,B,D,K57392,N340,63.2
S,C,S,K57392,N340,24.43
S,C,U,K57392,N340,3.92
S,C,H,K57392,N340,34.11
S,C,R,K57392,N340,9.46
S,C,P,K57392,N340,47.41
S,C,A,K57392,N340,47.41
S,C,D,K57392,N340,47.41
S,D,A,K57392,N340,35.56
S,D,D,K57392,N340,35.56
S,D,S,K57392,N340,18.33
S,D,U,K57392,N340,2.94
S,D,H,K57392,N340,25.59
S,D,R,K57392,N340,7.09
S,D,P,K57392,N340,35.56
S,A,H,K57392,N464,36.36
S,A,R,K57392,N464,10.08
S,A,P,K57392,N464,50.54
S,A,A,K57392,N464,50.54
S,A,D,K57392,N464,50.54
S,A,S,K57392,N464,26.05
S,A,U,K57392,N464,4.18
S,B,S,K57392,N464,19.54
S,B,U,K57392,N464,3.14
S,B,H,K57392,N464,27.28
S,B,R,K57392,N464,7.56
S,B,P,K57392,N464,37.92
S,B,A,K57392,N464,37.92
S,B,D,K57392,N464,37.92
S,C,S,K57392,N464,14.66
S,C,U,K57392,N464,2.35
S,C,H,K57392,N464,20.47
S,C,R,K57392,N464,5.67
S,C,P,K57392,N464,28.45
S,C,A,K57392,N464,28.45
S,C,D,K57392,N464,28.45
S,D,A,K57392,N464,21.34
S,D,D,K57392,N464,21.34
S,D,S,K57392,N464,11
S,D,U,K57392,N464,1.76
S,D,H,K57392,N464,15.35
S,D,R,K57392,N464,4.26
S,D,P,K57392,N464,21.34
S,A,H,K57392,T915,75.79
S,A,R,K57392,T915,20.35
S,A,P,K57392,T915,106.14
S,A,A,K57392,T915,106.14
S,A,D,K57392,T915,106.14
S,A,S,K57392,T915,53.84
S,A,U,K57392,T915,8.11
S,B,S,K57392,T915,40.4
S,B,U,K57392,T915,6.09
S,B,H,K57392,T915,56.87
S,B,R,K57392,T915,15.27
S,B,P,K57392,T915,79.65
S,B,A,K57392,T915,79.65
S,B,D,K57392,T915,79.65
S,C,S,K57392,T915,30.3
S,C,U,K57392,T915,4.57
S,C,H,K57392,T915,42.66
S,C,R,K57392,T915,11.45
S,C,P,K57392,T915,59.75
S,C,A,K57392,T915,59.75
S,C,D,K57392,T915,59.75
S,D,A,K57392,T915,44.82
S,D,D,K57392,T915,44.82
S,D,S,K57392,T915,22.73
S,D,U,K57392,T915,3.43
S,D,H,K57392,T915,32
S,D,R,K57392,T915,8.59
S,D,P,K57392,T915,44.82
S,A,H,K57667,D061,0.01
S,A,R,K57667,D061,0.004702
S,A,P,K57667,D061,0.02
S,A,A,K57667,D061,0.02
S,A,D,K57667,D061,0.02
S,A,S,K57667,D061,0.00905
S,A,U,K57667,D061,0.001819
S,B,S,K57667,D061,0.006791
S,B,U,K57667,D061,0.001365
S,B,H,K57667,D061,0.01
S,B,R,K57667,D061,0.003529
S,B,P,K57667,D061,0.01
S,B,A,K57667,D061,0.01
S,B,D,K57667,D061,0.01
S,C,S,K57667,D061,0.005094
S,C,U,K57667,D061,0.001024
S,C,H,K57667,D061,0.008835
S,C,R,K57667,D061,0.002647
S,C,P,K57667,D061,0.01
S,C,A,K57667,D061,0.01
S,C,D,K57667,D061,0.01
S,D,A,K57667,D061,0.01
S,D,D,K57667,D061,0.01
S,D,S,K57667,D061,0.003821
S,D,U,K57667,D061,0.0007679
S,D,H,K57667,D061,0.006627
S,D,R,K57667,D061,0.001986
S,D,P,K57667,D061,0.01
S,A,H,K57667,D501,0.001919
S,A,R,K57667,D501,0
S,A,P,K57667,D501,0.01
S,A,A,K57667,D501,0.01
S,A,D,K57667,D501,0.01
S,A,S,K57667,D501,0
S,A,U,K57667,D501,0
S,B,S,K57667,D501,0
S,B,U,K57667,D501,0
S,B,H,K57667,D501,0.00144
S,B,R,K57667,D501,0
S,B,P,K57667,D501,0.008694
S,B,A,K57667,D501,0.008694
S,B,D,K57667,D501,0.008694
S,C,S,K57667,D501,0
S,C,U,K57667,D501,0
S,C,H,K57667,D501,0.00108
S,C,R,K57667,D501,0
S,C,P,K57667,D501,0.006522
S,C,A,K57667,D501,0.006522
S,C,D,K57667,D501,0.006522
S,D,A,K57667,D501,0.004892
S,D,D,K57667,D501,0.004892
S,D,S,K57667,D501,0
S,D,U,K57667,D501,0
S,D,H,K57667,D501,0.0008101
S,D,R,K57667,D501,0
S,D,P,K57667,D501,0.004892
S,A,H,K57667,D502,0.12
S,A,R,K57667,D502,0.02
S,A,P,K57667,D502,0.21
S,A,A,K57667,D502,0.21
S,A,D,K57667,D502,0.21
S,A,S,K57667,D502,0.05
S,A,U,K57667,D502,0.009723
S,B,S,K57667,D502,0.04
S,B,U,K57667,D502,0.007296
S,B,H,K57667,D502,0.09
S,B,R,K57667,D502,0.02
S,B,P,K57667,D502,0.16
S,B,A,K57667,D502,0.16
S,B,D,K57667,D502,0.16
S,C,S,K57667,D502,0.03
S,C,U,K57667,D502,0.005473
S,C,H,K57667,D502,0.07
S,C,R,K57667,D502,0.01
S,C,P,K57667,D502,0.12
S,C,A,K57667,D502,0.12
S,C,D,K57667,D502,0.12
S,D,A,K57667,D502,0.09
S,D,D,K57667,D502,0.09
S,D,S,K57667,D502,0.02
S,D,U,K57667,D502,0.004105
S,D,H,K57667,D502,0.05
S,D,R,K57667,D502,0.01
S,D,P,K57667,D502,0.09
S,A,H,K57667,D505,0.95
S,A,R,K57667,D505,0.63
S,A,P,K57667,D505,1.36
S,A,A,K57667,D505,1.36
S,A,D,K57667,D505,1.36
S,A,S,K57667,D505,0.74
S,A,U,K57667,D505,0.38
S,B,S,K57667,D505,0.55
S,B,U,K57667,D505,0.29
S,B,H,K57667,D505,0.71
S,B,R,K57667,D505,0.47
S,B,P,K57667,D505,1.02
S,B,A,K57667,D505,1.02
S,B,D,K57667,D505,1.02
S,C,S,K57667,D505,0.41
S,C,U,K57667,D505,0.21
S,C,H,K57667,D505,0.53
S,C,R,K57667,D505,0.35
S,C,P,K57667,D505,0.76
S,C,A,K57667,D505,0.76
S,C,D,K57667,D505,0.76
S,D,A,K57667,D505,0.57
S,D,D,K57667,D505,0.57
S,D,S,K57667,D505,0.31
S,D,U,K57667,D505,0.16
S,D,H,K57667,D505,0.4
S,D,R,K57667,D505,0.26
S,D,P,K57667,D505,0.57
S,A,H,K57667,D510,0.009785
S,A,R,K57667,D510,0
S,A,P,K57667,D510,0.02
S,A,A,K57667,D510,0.02
S,A,D,K57667,D510,0.02
S,A,S,K57667,D510,0.00338
S,A,U,K57667,D510,0
S,B,S,K57667,D510,0.002536
S,B,U,K57667,D510,0
S,B,H,K57667,D510,0.007343
S,B,R,K57667,D510,0
S,B,P,K57667,D510,0.01
S,B,A,K57667,D510,0.01
S,B,D,K57667,D510,0.01
S,C,S,K57667,D510,0.001902
S,C,U,K57667,D510,0
S,C,H,K57667,D510,0.005508
S,C,R,K57667,D510,0
S,C,P,K57667,D510,0.01
S,C,A,K57667,D510,0.01
S,C,D,K57667,D510,0.01
S,D,A,K57667,D510,0.008776
S,D,D,K57667,D510,0.008776
S,D,S,K57667,D510,0.001427
S,D,U,K57667,D510,0
S,D,H,K57667,D510,0.004132
S,D,R,K57667,D510,0
S,D,P,K57667,D510,0.008776
S,A,H,K57667,D514,0.21
S,A,R,K57667,D514,0.05
S,A,P,K57667,D514,0.38
S,A,A,K57667,D514,0.38
S,A,D,K57667,D514,0.38
S,A,S,K57667,D514,0.11
S,A,U,K57667,D514,0.01
S,B,S,K57667,D514,0.08
S,B,U,K57667,D514,0.01
S,B,H,K57667,D514,0.15
S,B,R,K57667,D514,0.04
S,B,P,K57667,D514,0.28
S,B,A,K57667,D514,0.28
S,B,D,K57667,D514,0.28
S,C,S,K57667,D514,0.06
S,C,U,K57667,D514,0.007698
S,C,H,K57667,D514,0.11
S,C,R,K57667,D514,0.03
S,C,P,K57667,D514,0.21
S,C,A,K57667,D514,0.21
S,C,D,K57667,D514,0.21
S,D,A,K57667,D514,0.16
S,D,D,K57667,D514,0.16
S,D,S,K57667,D514,0.04
S,D,U,K57667,D514,0.005774
S,D,H,K57667,D514,0.08
S,D,R,K57667,D514,0.02
S,D,P,K57667,D514,0.16
S,A,H,K57667,D515,0.02
S,A,R,K57667,D515,0
S,A,P,K57667,D515,0.13
S,A,A,K57667,D515,0.13
S,A,D,K57667,D515,0.13
S,A,S,K57667,D515,0
S,A,U,K57667,D515,0
S,B,S,K57667,D515,0
S,B,U,K57667,D515,0
S,B,H,K57667,D515,0.01
S,B,R,K57667,D515,0
S,B,P,K57667,D515,0.09
S,B,A,K57667,D515,0.09
S,B,D,K57667,D515,0.09
S,C,S,K57667,D515,0
S,C,U,K57667,D515,0
S,C,H,K57667,D515,0.01
S,C,R,K57667,D515,0
S,C,P,K57667,D515,0.07
S,C,A,K57667,D515,0.07
S,C,D,K57667,D515,0.07
S,D,A,K57667,D515,0.05
S,D,D,K57667,D515,0.05
S,D,S,K57667,D515,0
S,D,U,K57667,D515,0
S,D,H,K57667,D515,0.009374
S,D,R,K57667,D515,0
S,D,P,K57667,D515,0.05
S,A,H,K57667,D528,4.79
S,A,R,K57667,D528,3.16
S,A,P,K57667,D528,6.79
S,A,A,K57667,D528,6.79
S,A,D,K57667,D528,6.79
S,A,S,K57667,D528,3.71
S,A,U,K57667,D528,1.94
S,B,S,K57667,D528,2.79
S,B,U,K57667,D528,1.46
S,B,H,K57667,D528,3.59
S,B,R,K57667,D528,2.37
S,B,P,K57667,D528,5.09
S,B,A,K57667,D528,5.09
S,B,D,K57667,D528,5.09
S,C,S,K57667,D528,2.09
S,C,U,K57667,D528,1.09
S,C,H,K57667,D528,2.7
S,C,R,K57667,D528,1.78
S,C,P,K57667,D528,3.82
S,C,A,K57667,D528,3.82
S,C,D,K57667,D528,3.82
S,D,A,K57667,D528,2.87
S,D,D,K57667,D528,2.87
S,D,S,K57667,D528,1.57
S,D,U,K57667,D528,0.82
S,D,H,K57667,D528,2.02
S,D,R,K57667,D528,1.34
S,D,P,K57667,D528,2.87
S,A,H,K57667,D532,0.75
S,A,R,K57667,D532,0.47
S,A,P,K57667,D532,1.12
S,A,A,K57667,D532,1.12
S,A,D,K57667,D532,1.12
S,A,S,K57667,D532,0.56
S,A,U,K57667,D532,0.28
S,B,S,K57667,D532,0.42
S,B,U,K57667,D532,0.21
S,B,H,K57667,D532,0.56
S,B,R,K57667,D532,0.35
S,B,P,K57667,D532,0.84
S,B,A,K57667,D532,0.84
S,B,D,K57667,D532,0.84
S,C,S,K57667,D532,0.32
S,C,U,K57667,D532,0.15
S,C,H,K57667,D532,0.42
S,C,R,K57667,D532,0.26
S,C,P,K57667,D532,0.63
S,C,A,K57667,D532,0.63
S,C,D,K57667,D532,0.63
S,D,A,K57667,D532,0.47
S,D,D,K57667,D532,0.47
S,D,S,K57667,D532,0.24
S,D,U,K57667,D532,0.11
S,D,H,K57667,D532,0.31
S,D,R,K57667,D532,0.2
S,D,P,K57667,D532,0.47
S,A,H,K57667,D533,24.24
S,A,R,K57667,D533,15.22
S,A,P,K57667,D533,35.91
S,A,A,K57667,D533,35.91
S,A,D,K57667,D533,35.91
S,A,S,K57667,D533,18.22
S,A,U,K57667,D533,8.98
S,B,S,K57667,D533,13.67
S,B,U,K57667,D533,6.74
S,B,R,K57667,D533,11.42
S,B,H,K57667,D533,18.19
S,B,P,K57667,D533,26.94
S,B,A,K57667,D533,26.94
S,B,D,K57667,D533,26.94
S,C,S,K57667,D533,10.26
S,C,U,K57667,D533,5.05
S,C,H,K57667,D533,13.64
S,C,R,K57667,D533,8.57
S,C,P,K57667,D533,20.21
S,C,A,K57667,D533,20.21
S,C,D,K57667,D533,20.21
S,D,A,K57667,D533,15.16
S,D,D,K57667,D533,15.16
S,D,S,K57667,D533,7.69
S,D,U,K57667,D533,3.79
S,D,H,K57667,D533,10.24
S,D,R,K57667,D533,6.43
S,D,P,K57667,D533,15.16
S,A,H,K57667,D540,4.55
S,A,R,K57667,D540,2.85
S,A,P,K57667,D540,6.73
S,A,A,K57667,D540,6.73
S,A,D,K57667,D540,6.73
S,A,S,K57667,D540,3.42
S,A,U,K57667,D540,1.68
S,B,S,K57667,D540,2.56
S,B,U,K57667,D540,1.26
S,B,H,K57667,D540,3.41
S,B,R,K57667,D540,2.14
S,B,P,K57667,D540,5.05
S,B,A,K57667,D540,5.05
S,B,D,K57667,D540,5.05
S,C,S,K57667,D540,1.92
S,C,U,K57667,D540,0.94
S,C,H,K57667,D540,2.56
S,C,P,K57667,D540,3.79
S,C,A,K57667,D540,3.79
S,C,D,K57667,D540,3.79
S,C,R,K57667,D540,1.61
S,D,A,K57667,D540,2.84
S,D,D,K57667,D540,2.84
S,D,S,K57667,D540,1.44
S,D,U,K57667,D540,0.71
S,D,H,K57667,D540,1.92
S,D,R,K57667,D540,1.2
S,D,P,K57667,D540,2.84
S,A,H,K57667,D541,8.33
S,A,R,K57667,D541,5.23
S,A,P,K57667,D541,12.34
S,A,A,K57667,D541,12.34
S,A,D,K57667,D541,12.34
S,A,S,K57667,D541,6.26
S,A,U,K57667,D541,3.09
S,B,S,K57667,D541,4.7
S,B,U,K57667,D541,2.32
S,B,R,K57667,D541,3.93
S,B,H,K57667,D541,6.25
S,B,P,K57667,D541,9.26
S,B,A,K57667,D541,9.26
S,B,D,K57667,D541,9.26
S,C,R,K57667,D541,2.94
S,C,S,K57667,D541,3.53
S,C,U,K57667,D541,1.74
S,C,H,K57667,D541,4.69
S,C,P,K57667,D541,6.95
S,C,A,K57667,D541,6.95
S,C,D,K57667,D541,6.95
S,D,A,K57667,D541,5.21
S,D,D,K57667,D541,5.21
S,D,S,K57667,D541,2.64
S,D,U,K57667,D541,1.3
S,D,H,K57667,D541,3.52
S,D,R,K57667,D541,2.21
S,D,P,K57667,D541,5.21
S,A,H,K57667,D544,0.23
S,A,R,K57667,D544,0.2
S,A,P,K57667,D544,0.26
S,A,A,K57667,D544,0.26
S,A,D,K57667,D544,0.26
S,A,S,K57667,D544,0.22
S,A,U,K57667,D544,0.17
S,B,S,K57667,D544,0.16
S,B,U,K57667,D544,0.13
S,B,H,K57667,D544,0.17
S,B,R,K57667,D544,0.15
S,B,P,K57667,D544,0.2
S,B,A,K57667,D544,0.2
S,B,D,K57667,D544,0.2
S,C,S,K57667,D544,0.12
S,C,R,K57667,D544,0.11
S,C,U,K57667,D544,0.09
S,C,H,K57667,D544,0.13
S,C,P,K57667,D544,0.15
S,C,A,K57667,D544,0.15
S,C,D,K57667,D544,0.15
S,D,A,K57667,D544,0.11
S,D,D,K57667,D544,0.11
S,D,S,K57667,D544,0.09
S,D,U,K57667,D544,0.07
S,D,H,K57667,D544,0.1
S,D,R,K57667,D544,0.08
S,D,P,K57667,D544,0.11
S,A,H,K57667,D563,23.33
S,A,R,K57667,D563,13.51
S,A,P,K57667,D563,36.21
S,A,A,K57667,D563,36.21
S,A,D,K57667,D563,36.21
S,A,S,K57667,D563,16.64
S,A,U,K57667,D563,8.18
S,B,S,K57667,D563,12.49
S,B,U,K57667,D563,6.14
S,B,H,K57667,D563,17.51
S,B,R,K57667,D563,10.14
S,B,P,K57667,D563,27.18
S,B,A,K57667,D563,27.18
S,B,D,K57667,D563,27.18
S,C,S,K57667,D563,9.37
S,C,R,K57667,D563,7.61
S,C,U,K57667,D563,4.61
S,C,H,K57667,D563,13.13
S,C,P,K57667,D563,20.38
S,C,A,K57667,D563,20.38
S,C,D,K57667,D563,20.38
S,D,A,K57667,D563,15.29
S,D,D,K57667,D563,15.29
S,D,S,K57667,D563,7.03
S,D,U,K57667,D563,3.45
S,D,H,K57667,D563,9.85
S,D,R,K57667,D563,5.71
S,D,P,K57667,D563,15.29
S,A,H,K57667,D579,3.53
S,A,R,K57667,D579,2.86
S,A,P,K57667,D579,4.41
S,A,A,K57667,D579,4.41
S,A,D,K57667,D579,4.41
S,A,S,K57667,D579,3.15
S,A,U,K57667,D579,1.49
S,B,S,K57667,D579,2.37
S,B,U,K57667,D579,1.11
S,B,H,K57667,D579,2.65
S,B,R,K57667,D579,2.14
S,B,P,K57667,D579,3.31
S,B,A,K57667,D579,3.31
S,B,D,K57667,D579,3.31
S,C,S,K57667,D579,1.77
S,C,R,K57667,D579,1.61
S,C,U,K57667,D579,0.83
S,C,H,K57667,D579,1.99
S,C,P,K57667,D579,2.48
S,C,A,K57667,D579,2.48
S,C,D,K57667,D579,2.48
S,D,A,K57667,D579,1.86
S,D,D,K57667,D579,1.86
S,D,S,K57667,D579,1.33
S,D,U,K57667,D579,0.62
S,D,H,K57667,D579,1.49
S,D,R,K57667,D579,1.21
S,D,P,K57667,D579,1.86
S,A,H,K57667,D864,2.83
S,A,R,K57667,D864,2.18
S,A,P,K57667,D864,3.61
S,A,A,K57667,D864,3.61
S,A,D,K57667,D864,3.61
S,A,S,K57667,D864,2.46
S,A,U,K57667,D864,1.16
S,B,S,K57667,D864,1.84
S,B,U,K57667,D864,0.86
S,B,H,K57667,D864,2.13
S,B,R,K57667,D864,1.64
S,B,P,K57667,D864,2.71
S,B,A,K57667,D864,2.71
S,B,D,K57667,D864,2.71
S,C,S,K57667,D864,1.38
S,C,R,K57667,D864,1.23
S,C,U,K57667,D864,0.65
S,C,H,K57667,D864,1.59
S,C,P,K57667,D864,2.03
S,C,A,K57667,D864,2.03
S,C,D,K57667,D864,2.03
S,D,A,K57667,D864,1.52
S,D,D,K57667,D864,1.52
S,D,S,K57667,D864,1.04
S,D,U,K57667,D864,0.48
S,D,H,K57667,D864,1.2
S,D,R,K57667,D864,0.92
S,D,P,K57667,D864,1.52
S,A,H,K57667,N285,15.15
S,A,R,K57667,N285,9.51
S,A,P,K57667,N285,22.44
S,A,A,K57667,N285,22.44
S,A,D,K57667,N285,22.44
S,A,S,K57667,N285,11.39
S,A,U,K57667,N285,5.61
S,B,S,K57667,N285,8.55
S,B,U,K57667,N285,4.21
S,B,H,K57667,N285,11.37
S,B,R,K57667,N285,7.14
S,B,P,K57667,N285,16.84
S,B,A,K57667,N285,16.84
S,B,D,K57667,N285,16.84
S,C,S,K57667,N285,6.41
S,C,R,K57667,N285,5.35
S,C,U,K57667,N285,3.16
S,C,H,K57667,N285,8.53
S,C,P,K57667,N285,12.63
S,C,A,K57667,N285,12.63
S,C,D,K57667,N285,12.63
S,D,A,K57667,N285,9.48
S,D,D,K57667,N285,9.48
S,D,S,K57667,N285,4.81
S,D,U,K57667,N285,2.37
S,D,H,K57667,N285,6.4
S,D,R,K57667,N285,4.02
S,D,P,K57667,N285,9.48
S,A,H,K57667,N286,15.15
S,A,R,K57667,N286,9.51
S,A,P,K57667,N286,22.44
S,A,A,K57667,N286,22.44
S,A,D,K57667,N286,22.44
S,A,S,K57667,N286,11.39
S,A,U,K57667,N286,5.61
S,B,S,K57667,N286,8.55
S,B,U,K57667,N286,4.21
S,B,H,K57667,N286,11.37
S,B,R,K57667,N286,7.14
S,B,P,K57667,N286,16.84
S,B,A,K57667,N286,16.84
S,B,D,K57667,N286,16.84
S,C,S,K57667,N286,6.41
S,C,R,K57667,N286,5.35
S,C,U,K57667,N286,3.16
S,C,H,K57667,N286,8.53
S,C,P,K57667,N286,12.63
S,C,A,K57667,N286,12.63
S,C,D,K57667,N286,12.63
S,D,A,K57667,N286,9.48
S,D,D,K57667,N286,9.48
S,D,S,K57667,N286,4.81
S,D,U,K57667,N286,2.37
S,D,H,K57667,N286,6.4
S,D,R,K57667,N286,4.02
S,D,P,K57667,N286,9.48
